"client_ip","client_port","server_ip","server_port","packets","bytes","packets_cli_to_srv","bytes_cli_to_srv","packets_srv_to_cli","bytes_srv_to_cli","start_time","duration","bits/s_cli_to_srv","bits/s_srv_to_cli"
"192.168.11.9",58054,"224.0.0.252",5355,1,75,1,75,0,0,1449.436129,0,0,0
"192.168.11.9",60710,"224.0.0.252",5355,1,75,1,75,0,0,1449.443571,0,0,0
"192.168.11.9",58054,"192.168.11.3",5355,1,106,0,0,1,106,1449.503417,0,0,0
"192.168.11.9",60710,"192.168.11.3",5355,1,106,0,0,1,106,1449.503418,0,0,0
"192.168.11.9",62251,"224.0.0.252",5355,2,150,2,150,0,0,1451.568364,0.42970100000002276,2792.6395330705222,0
"192.168.11.9",49825,"192.168.10.7",161,1,578,1,578,0,0,1452.13,0,0,0
"192.168.11.9",49274,"224.0.0.252",5355,2,150,2,150,0,0,1453.930584,0.41046700000015335,2923.4993312484357,0
"192.168.11.9",63947,"224.0.0.252",5355,2,150,2,150,0,0,1455.077707,0.41054700000017874,2922.9296523893186,0
"192.168.11.9",52541,"224.0.0.252",5355,2,150,2,150,0,0,1456.285241,0.410274999999956,2924.867466943218,0
"192.168.11.9",53841,"224.0.0.252",5355,2,150,2,150,0,0,1458.641602,0.41057900000009795,2922.701843006373,0
"192.168.11.9",51827,"224.0.0.252",5355,2,150,2,150,0,0,1458.737676,0.41013199999997596,2925.887275316411,0
"192.168.11.9",62730,"224.0.0.252",5355,2,150,2,150,0,0,1458.738444,0.4109569999998257,2920.013529397258,0
"192.168.11.9",65043,"192.168.11.1",53,2,442,1,89,1,353,1467.77605,0.02369700000008379,30045.99738352882,119171.20310545701
"192.168.11.9",51298,"224.0.0.252",5355,1,75,1,75,0,0,1479.219337,0,0,0
"192.168.11.9",51299,"192.168.11.3",161,2,286,1,128,1,158,1479.219999,0.01893400000017209,54082.6027247646,66758.2127383813
"192.168.11.9",65050,"224.0.0.252",5355,2,150,2,150,0,0,1479.220441,0.4105819999999767,2922.680487698117,0
"192.168.11.9",55434,"224.0.0.252",5355,1,75,1,75,0,0,1479.24156,0,0,0
"192.168.11.9",55435,"192.168.11.3",161,2,303,1,93,1,210,1479.242105,0.014116000000058193,52706.1490505053,119013.88495275391
"192.168.11.9",51298,"192.168.11.3",5355,1,106,0,0,1,106,1479.306595,0,0,0
"192.168.11.9",55434,"192.168.11.3",5355,1,106,0,0,1,106,1479.308233,0,0,0
"192.168.11.9",55436,"192.168.11.3",161,2,177,1,88,1,89,1479.363943,0.004983000000038373,0,0
"192.168.11.9",55437,"192.168.11.3",161,2,179,1,89,1,90,1479.369591,0.0046070000000781874,0,0
"192.168.11.9",55438,"192.168.11.3",161,2,1156,1,578,1,578,1479.375012,0.21590200000014192,21417.124436072663,21417.124436072663
"192.168.11.9",62819,"224.0.0.252",5355,1,75,1,75,0,0,1479.647021,0,0,0
"192.168.11.9",64929,"224.0.0.252",5355,1,75,1,75,0,0,1479.649877,0,0,0
"192.168.11.9",62819,"192.168.11.3",5355,1,106,0,0,1,106,1479.709407,0,0,0
"192.168.11.9",64929,"192.168.11.3",5355,1,106,0,0,1,106,1479.711159,0,0,0
"192.168.11.9",50809,"224.0.0.252",5355,2,150,2,150,0,0,1481.580394,0.41008099999999104,2926.2511552596347,0
"192.168.11.9",57993,"224.0.0.252",5355,2,150,2,150,0,0,1483.94747,0.4110859999998411,2919.097220534058,0
"192.168.11.9",64984,"224.0.0.252",5355,4,300,4,300,0,0,1486.304487,305.1166619999999,7.865843786662823,0
"192.168.11.9",51985,"224.0.0.252",5355,2,150,2,150,0,0,1488.663038,0.4115679999999884,2915.6785755939086,0
"192.168.11.9",60319,"224.0.0.252",5355,2,150,2,150,0,0,1489.595574,0.4126659999999447,2907.920691310069,0
"192.168.11.9",59561,"224.0.0.252",5355,2,150,2,150,0,0,1491.019158,0.4101839999998447,2925.516353637525,0
"192.168.11.9",64623,"224.0.0.252",5355,2,150,2,150,0,0,1491.851428,0.41034400000012283,2924.3756457987465,0
"192.168.11.9",55664,"192.168.11.1",53,2,470,1,85,1,385,1504.974332,0.023742000000083863,28641.226518305033,129727.9083476169
"192.168.11.9",60186,"224.0.0.252",5355,1,75,1,75,0,0,1509.227536,0,0,0
"192.168.11.9",60187,"192.168.11.3",161,2,286,1,128,1,158,1509.228379,0.008915999999999258,114849.70838942185,141767.6087931926
"192.168.11.9",57287,"224.0.0.252",5355,2,150,2,150,0,0,1509.228614,0.41092799999978524,2920.2196005154847,0
"192.168.11.9",65061,"224.0.0.252",5355,1,75,1,75,0,0,1509.240728,0,0,0
"192.168.11.9",49354,"192.168.11.3",161,2,303,1,93,1,210,1509.243945,0.010717999999997119,69415.93580893823,156745.6615040541
"192.168.11.9",60186,"192.168.11.3",5355,1,106,0,0,1,106,1509.314418,0,0,0
"192.168.11.9",65061,"192.168.11.3",5355,1,106,0,0,1,106,1509.314418,0,0,0
"192.168.11.9",62214,"224.0.0.252",5355,1,75,1,75,0,0,1509.657482,0,0,0
"192.168.11.9",62986,"224.0.0.252",5355,1,75,1,75,0,0,1509.660324,0,0,0
"192.168.11.9",62214,"192.168.11.3",5355,1,106,0,0,1,106,1509.712874,0,0,0
"192.168.11.9",62986,"192.168.11.3",5355,1,106,0,0,1,106,1509.714162,0,0,0
"192.168.11.9",60813,"224.0.0.252",5355,2,150,2,150,0,0,1511.584746,0.41169700000000375,2914.7649849282093,0
"192.168.11.9",57342,"224.0.0.252",5355,2,150,2,150,0,0,1513.940613,0.41138599999999315,2916.968491878722,0
"192.168.11.9",57830,"192.168.10.7",161,1,88,1,88,0,0,1514.17666,0,0,0
"192.168.11.9",57831,"192.168.10.7",161,1,88,1,88,0,0,1516.177316,0,0,0
"192.168.11.9",60853,"224.0.0.252",5355,2,150,2,150,0,0,1516.295263,0.4099550000000818,2927.150540912443,0
"192.168.11.9",54282,"192.168.10.7",161,1,578,1,578,0,0,1518.177327,0,0,0
"192.168.11.9",59289,"224.0.0.252",5355,2,150,2,150,0,0,1518.652112,0.4108209999999417,2920.980183584019,0
"192.168.11.9",51253,"224.0.0.252",5355,2,150,2,150,0,0,1520.995427,0.4111880000000383,2918.3731042731993,0
"192.168.11.9",62030,"224.0.0.252",5355,2,150,2,150,0,0,1520.995914,0.4104379999998855,2923.7058946791835,0
"192.168.11.9",50249,"224.0.0.252",5355,2,150,2,150,0,0,1521.012753,0.4099459999999908,2927.214803901067,0
"192.168.11.9",60293,"192.168.10.7",161,1,578,1,578,0,0,1521.17904,0,0,0
"192.168.11.9",52241,"224.0.0.252",5355,2,150,2,150,0,0,1524.124842,0.41085100000009334,2920.7668960273368,0
"192.168.11.9",58221,"224.0.0.252",5355,2,150,2,150,0,0,1526.380657,0.4106360000000677,2922.2961454909023,0
"192.168.11.9",58576,"192.168.11.1",53,2,446,1,79,1,367,1528.026676,0.023572999999942112,26810.333856596615,124549.27247305009
"192.168.11.9",63869,"192.168.11.1",53,2,433,1,81,1,352,1528.03017,0.02203400000007605,29409.09503484449,127802.48706500321
"192.168.11.9",52837,"192.168.11.1",53,2,480,1,90,1,390,1528.211685,0.023852000000033513,30186.147912082357,130806.64095235687
"192.168.11.9",59516,"192.168.11.1",53,2,439,1,77,1,362,1529.228224,0.025311000000101558,24337.244676130078,114416.65678907906
"192.168.11.9",61102,"224.0.0.252",5355,1,75,1,75,0,0,1539.220115,0,0,0
"192.168.11.9",61103,"192.168.11.3",161,2,286,1,128,1,158,1539.221385,0.008069999999861466,126889.71499598247,156629.49194816587
"192.168.11.9",61179,"224.0.0.252",5355,2,150,2,150,0,0,1539.221895,0.4109090000001743,2920.354628395803,0
"192.168.11.9",57837,"224.0.0.252",5355,1,75,1,75,0,0,1539.233973,0,0,0
"192.168.11.9",57838,"192.168.11.3",161,2,303,1,93,1,210,1539.234554,0.010791000000153872,68946.34417471885,155685.29329775224
"192.168.11.9",61102,"192.168.11.3",5355,1,106,0,0,1,106,1539.312005,0,0,0
"192.168.11.9",57837,"192.168.11.3",5355,1,106,0,0,1,106,1539.314056,0,0,0
"192.168.11.9",57839,"192.168.11.3",161,2,177,1,88,1,89,1539.598534,0.0062720000000808795,112244.89795773623,113520.40816180142
"192.168.11.9",57840,"192.168.11.3",161,2,179,1,89,1,90,1539.605266,0.006896999999980835,103233.28983644751,104393.21444135142
"192.168.11.9",57841,"192.168.11.3",161,2,1156,1,578,1,578,1539.612789,0.20883200000002944,22142.2004290499,22142.2004290499
"192.168.11.9",64947,"224.0.0.252",5355,1,75,1,75,0,0,1539.874661,0,0,0
"192.168.11.9",61727,"224.0.0.252",5355,1,75,1,75,0,0,1539.877221,0,0,0
"192.168.11.9",64947,"192.168.11.3",5355,1,106,0,0,1,106,1539.918977,0,0,0
"192.168.11.9",61727,"192.168.11.3",5355,1,106,0,0,1,106,1539.919759,0,0,0
"192.168.11.9",53981,"224.0.0.252",5355,2,150,2,150,0,0,1541.587844,0.41050300000006246,2923.2429482849516,0
"192.168.11.9",53581,"192.168.11.1",53,2,404,1,70,1,334,1541.863749,0.023401999999805412,23929.578668688846,114178.27536202964
"192.168.11.9",53250,"224.0.0.252",5355,2,150,2,150,0,0,1543.944083,0.41006099999981416,2926.3938779853333,0
"192.168.11.9",58006,"224.0.0.252",5355,2,150,2,150,0,0,1546.308923,0.4180619999999635,2870.3876458518225,0
"192.168.11.9",55775,"239.255.255.250",1900,4,864,4,864,0,0,1548.394693,3.001788000000033,2302.627633930152,0
"192.168.11.9",51292,"224.0.0.252",5355,2,150,2,150,0,0,1548.666341,0.4100750000000062,2926.2939706150873,0
"192.168.11.9",52151,"224.0.0.252",5355,2,150,2,150,0,0,1551.022016,0.41090100000019447,2920.411485976992,0
"192.168.11.9",52243,"224.0.0.252",5355,2,150,2,150,0,0,1558.645541,0.4102389999998195,2925.124134956764,0
"192.168.11.9",54448,"224.0.0.252",5355,2,150,2,150,0,0,1560.902117,0.41147099999989223,2916.3659164322985,0
"192.168.11.9",52817,"224.0.0.252",5355,1,75,1,75,0,0,1569.214423,0,0,0
"192.168.11.9",58430,"224.0.0.252",5355,2,150,2,150,0,0,1569.215856,0.40985200000000077,2927.8861637859463,0
"192.168.11.9",58431,"192.168.11.3",161,2,286,1,128,1,158,1569.218482,0.00787399999990157,130048.26009814587,160528.3210586488
"192.168.11.9",56636,"224.0.0.252",5355,1,75,1,75,0,0,1569.231104,0,0,0
"192.168.11.9",56637,"192.168.11.3",161,2,303,1,93,1,210,1569.231682,0.010518999999931111,70729.15676441415,159710.9991454513
"192.168.11.9",52817,"192.168.11.3",5355,1,106,0,0,1,106,1569.318051,0,0,0
"192.168.11.9",56636,"192.168.11.3",5355,1,106,0,0,1,106,1569.319591,0,0,0
"192.168.11.9",52425,"224.0.0.252",5355,1,75,1,75,0,0,1569.88542,0,0,0
"192.168.11.9",54264,"224.0.0.252",5355,1,75,1,75,0,0,1569.887722,0,0,0
"192.168.11.9",52425,"192.168.11.3",5355,1,106,0,0,1,106,1569.924837,0,0,0
"192.168.11.9",54264,"192.168.11.3",5355,1,106,0,0,1,106,1569.924837,0,0,0
"192.168.11.9",62539,"224.0.0.252",5355,2,150,2,150,0,0,1571.571838,0.41042300000003706,2923.812749285229,0
"192.168.11.9",54025,"224.0.0.252",5355,2,150,2,150,0,0,1573.934746,0.41117300000018986,2918.479569425633,0
"192.168.11.9",62217,"224.0.0.252",5355,2,150,2,150,0,0,1576.297087,0.40984500000013213,2927.9361709905284,0
"192.168.11.9",64866,"224.0.0.252",5355,2,150,2,150,0,0,1578.654052,0.41098699999997734,2919.8003829806444,0
"192.168.11.9",63466,"224.0.0.252",5355,2,150,2,150,0,0,1581.010703,0.40994000000000597,2927.257647460561,0
"192.168.11.9",55251,"224.0.0.252",5355,2,150,2,150,0,0,1583.251311,0.4101490000000467,2925.7660021110946,0
"192.168.11.9",56955,"224.0.0.252",5355,2,150,2,150,0,0,1583.251905,0.41077899999982037,2921.278838500811,0
"192.168.11.9",53783,"192.168.10.7",161,1,88,1,88,0,0,1585.218629,0,0,0
"192.168.11.9",53784,"192.168.10.7",161,1,578,1,578,0,0,1587.219523,0,0,0
"192.168.11.9",53786,"192.168.10.7",161,1,578,1,578,0,0,1590.219735,0,0,0
"192.168.11.9",54758,"224.0.0.252",5355,2,150,2,150,0,0,1593.167666,0.4108280000000377,2920.9304137008426,0
"192.168.11.9",61647,"224.0.0.252",5355,2,150,2,150,0,0,1595.427136,0.4109739999998965,2919.8927426073237,0
"192.168.11.9",55572,"224.0.0.252",5355,1,75,1,75,0,0,1599.2267,0,0,0
"192.168.11.9",63876,"224.0.0.252",5355,2,150,2,150,0,0,1599.229114,0.4102940000000217,2924.732021428382,0
"192.168.11.9",49304,"192.168.11.3",161,2,286,1,128,1,158,1599.2325,0.009639999999990323,106224.06639014813,131120.33195033908
"192.168.11.9",56699,"224.0.0.252",5355,1,75,1,75,0,0,1599.245193,0,0,0
"192.168.11.9",56700,"192.168.11.3",161,2,303,1,93,1,210,1599.24586,0.01016499999991538,73192.32661152912,165272.99557442058
"192.168.11.9",55572,"192.168.11.3",5355,1,106,0,0,1,106,1599.321822,0,0,0
"192.168.11.9",56699,"192.168.11.3",5355,1,106,0,0,1,106,1599.32417,0,0,0
"192.168.11.9",56701,"192.168.11.3",161,2,177,1,88,1,89,1599.82587,0.004841000000169515,0,0
"192.168.11.9",56702,"192.168.11.3",161,2,179,1,89,1,90,1599.831267,0.004887000000053376,0,0
"192.168.11.9",56703,"192.168.11.3",161,2,1156,1,578,1,578,1599.836751,0.2072819999998501,22307.773950479754,22307.773950479754
"192.168.11.9",64254,"224.0.0.252",5355,1,75,1,75,0,0,1600.101258,0,0,0
"192.168.11.9",54801,"224.0.0.252",5355,1,75,1,75,0,0,1600.114197,0,0,0
"192.168.11.9",64254,"192.168.11.3",5355,1,106,0,0,1,106,1600.128046,0,0,0
"192.168.11.9",54801,"192.168.11.3",5355,1,106,0,0,1,106,1600.229895,0,0,0
"192.168.11.9",60568,"192.168.11.1",53,2,403,1,91,1,312,1600.236108,0.021739999999908832,33486.660533719085,114811.40754417972
"192.168.11.9",52426,"224.0.0.252",5355,3,225,3,225,0,0,1601.587279,389.911697,4.616429857963456,0
"192.168.11.9",49440,"224.0.0.252",5355,2,150,2,150,0,0,1603.943973,0.4115790000000743,2915.6006501784186,0
"192.168.11.9",60090,"192.168.11.1",53,2,554,1,89,1,465,1605.252299,0.025757999999996173,27641.89766286613,144421.15071048035
"192.168.11.9",59430,"224.0.0.252",5355,2,150,2,150,0,0,1606.300743,0.41037600000004204,2924.1476109711025,0
"192.168.11.9",64597,"224.0.0.252",5355,2,150,2,150,0,0,1608.665863,0.4105610000001434,2922.8299814146517,0
"192.168.11.9",58969,"224.0.0.252",5355,2,150,2,150,0,0,1611.02326,0.4111840000000484,2918.4014942212216,0
"192.168.11.9",55911,"192.168.11.1",53,2,607,1,89,1,518,1621.158504,0.025771000000077038,27627.953901589834,160800.9002362195
"192.168.11.9",51798,"192.168.11.1",53,2,422,1,79,1,343,1623.764243,0.02246999999988475,28126.390743357435,122118.38006293165
"192.168.11.9",63830,"224.0.0.252",5355,2,150,2,150,0,0,1627.691142,0.41044299999998657,2923.6702782116868,0
"192.168.11.9",57742,"224.0.0.252",5355,1,75,1,75,0,0,1629.215253,0,0,0
"192.168.11.9",50956,"224.0.0.252",5355,2,150,2,150,0,0,1629.217406,0.4101430000000619,2925.8088032706128,0
"192.168.11.9",50957,"192.168.11.3",161,2,286,1,128,1,158,1629.221748,0.007766000000174245,131856.81174053883,162760.75199222763
"192.168.11.9",51063,"224.0.0.252",5355,1,75,1,75,0,0,1629.232659,0,0,0
"192.168.11.9",51064,"192.168.11.3",161,2,303,1,93,1,210,1629.233434,0.010314999999991414,72127.96897727768,162869.60736804636
"192.168.11.9",57742,"192.168.11.3",5355,1,106,0,0,1,106,1629.328882,0,0,0
"192.168.11.9",51063,"192.168.11.3",5355,1,106,0,0,1,106,1629.328883,0,0,0
"192.168.11.9",52577,"224.0.0.252",5355,2,150,2,150,0,0,1629.947535,0.41043199999990065,2923.7486355846777,0
"192.168.11.9",49606,"224.0.0.252",5355,1,75,1,75,0,0,1630.12532,0,0,0
"192.168.11.9",53498,"224.0.0.252",5355,1,75,1,75,0,0,1630.128117,0,0,0
"192.168.11.9",49606,"192.168.11.3",5355,1,106,0,0,1,106,1630.23985,0,0,0
"192.168.11.9",53498,"192.168.11.3",5355,1,106,0,0,1,106,1630.239851,0,0,0
"192.168.11.9",50797,"224.0.0.252",5355,4,300,4,300,0,0,1631.574186,138.88161999999988,17.280904413413396,0
"192.168.11.9",60862,"224.0.0.252",5355,2,150,2,150,0,0,1633.941947,0.41083499999990636,2920.8806455152885,0
"192.168.11.9",60772,"224.0.0.252",5355,2,150,2,150,0,0,1636.297357,0.4101709999999912,2925.6090752394143,0
"192.168.11.9",63472,"224.0.0.252",5355,2,150,2,150,0,0,1638.654782,0.41041999999993095,2923.8341211446855,0
"192.168.11.9",65021,"224.0.0.252",5355,2,150,2,150,0,0,1641.009484,0.4104939999999715,2923.3070398107725,0
"192.168.11.9",55412,"224.0.0.252",5355,2,150,2,150,0,0,1645.510905,0.41065600000001723,2922.153822177077,0
"192.168.11.9",61704,"224.0.0.252",5355,2,150,2,150,0,0,1645.5131,0.41114200000015444,2918.6996220273027,0
"192.168.11.9",56071,"192.168.10.7",161,1,88,1,88,0,0,1652.257632,0,0,0
"192.168.11.9",56073,"192.168.10.7",161,1,88,1,88,0,0,1654.258341,0,0,0
"192.168.11.9",56074,"192.168.10.7",161,1,578,1,578,0,0,1656.259551,0,0,0
"192.168.11.9",62464,"224.0.0.252",5355,1,75,1,75,0,0,1659.226144,0,0,0
"192.168.11.9",62465,"192.168.11.3",161,4,465,2,217,2,248,1659.22749,0.8381480000000465,2071.2332428161894,2367.1237060756453
"192.168.11.9",55129,"224.0.0.252",5355,2,150,2,150,0,0,1659.228511,0.41030099999989034,2924.6821236124715,0
"192.168.11.9",62461,"224.0.0.252",5355,1,75,1,75,0,0,1659.238586,0,0,0
"192.168.11.9",62462,"192.168.11.3",161,2,303,1,93,1,210,1659.239131,0.010346999999910622,71904.89997162721,162365.90316173885
"192.168.11.9",62463,"192.168.10.7",161,1,578,1,578,0,0,1659.260791,0,0,0
"192.168.11.9",62464,"192.168.11.3",5355,1,106,0,0,1,106,1659.32533,0,0,0
"192.168.11.9",62461,"192.168.11.3",5355,1,106,0,0,1,106,1659.326659,0,0,0
"192.168.11.9",62464,"192.168.11.3",161,2,177,1,88,1,89,1660.053767,0.005816999999979089,121024.583118881,122399.86247250464
"192.168.11.9",62466,"192.168.11.3",161,2,1156,1,578,1,578,1660.066339,0.21127500000011423,21886.167317465388,21886.167317465388
"192.168.11.9",56105,"224.0.0.252",5355,1,75,1,75,0,0,1660.339695,0,0,0
"192.168.11.9",64681,"224.0.0.252",5355,1,75,1,75,0,0,1660.350596,0,0,0
"192.168.11.9",56105,"192.168.11.3",5355,1,106,0,0,1,106,1660.446003,0,0,0
"192.168.11.9",64681,"192.168.11.3",5355,1,106,0,0,1,106,1660.448108,0,0,0
"192.168.11.9",64631,"224.0.0.252",5355,2,150,2,150,0,0,1661.58297,0.41067500000008295,2922.0186278681626,0
"192.168.11.9",53831,"224.0.0.252",5355,2,150,2,150,0,0,1662.20991,0.41115799999988667,2918.586042349488,0
"192.168.11.9",57528,"224.0.0.252",5355,2,150,2,150,0,0,1663.940869,0.4163429999998698,2882.23892319644,0
"192.168.11.9",65008,"224.0.0.252",5355,2,150,2,150,0,0,1664.471991,0.4100930000001881,2926.1655283056516,0
"192.168.11.9",57221,"224.0.0.252",5355,2,150,2,150,0,0,1666.295668,0.41002000000003136,2926.6865030971862,0
"192.168.11.9",57451,"239.255.255.250",1900,4,864,4,864,0,0,1668.406441,3.004359999999906,2300.656379395351,0
"192.168.11.9",64460,"224.0.0.252",5355,2,150,2,150,0,0,1668.651088,0.4106899999999314,2921.911904356572,0
"192.168.11.9",56492,"224.0.0.252",5355,2,150,2,150,0,0,1671.008539,0.4101470000000518,2925.7802690251265,0
"192.168.11.9",55547,"224.0.0.252",5355,1,75,1,75,0,0,1689.227523,0,0,0
"192.168.11.9",55548,"192.168.11.3",161,2,286,1,128,1,158,1689.228221,0.008158999999977823,125505.57666414797,154920.94619480765
"192.168.11.9",53513,"224.0.0.252",5355,2,150,2,150,0,0,1689.229051,0.411391999999978,2916.925948973398,0
"192.168.11.9",64028,"224.0.0.252",5355,1,75,1,75,0,0,1689.239831,0,0,0
"192.168.11.9",64029,"192.168.11.3",161,2,303,1,93,1,210,1689.240498,0.01046800000017356,71073.74856588311,160489.10966489735
"192.168.11.9",55547,"192.168.11.3",5355,1,106,0,0,1,106,1689.328789,0,0,0
"192.168.11.9",64028,"192.168.11.3",5355,1,106,0,0,1,106,1689.329597,0,0,0
"192.168.11.9",56589,"224.0.0.252",5355,1,75,1,75,0,0,1690.361001,0,0,0
"192.168.11.9",58307,"224.0.0.252",5355,1,75,1,75,0,0,1690.363804,0,0,0
"192.168.11.9",56589,"192.168.11.3",5355,1,106,0,0,1,106,1690.447655,0,0,0
"192.168.11.9",58307,"192.168.11.3",5355,1,106,0,0,1,106,1690.448366,0,0,0
"192.168.11.9",65528,"224.0.0.252",5355,2,150,2,150,0,0,1691.586865,0.4111960000000181,2918.3163260341717,0
"192.168.11.9",54368,"192.168.11.1",53,2,553,1,88,1,465,1691.861117,0.029695000000174332,23707.694897991816,125273.61508597949
"192.168.11.9",53817,"224.0.0.252",5355,2,150,2,150,0,0,1693.945609,0.41068399999994654,2921.9545928260077,0
"192.168.11.9",54328,"224.0.0.252",5355,2,150,2,150,0,0,1696.30033,0.41007300000001123,2926.3082426786623,0
"192.168.11.9",55063,"224.0.0.252",5355,2,150,2,150,0,0,1696.730618,0.4102980000000116,2924.7035081817753,0
"192.168.11.9",65378,"192.168.11.1",53,2,553,1,89,1,464,1698.037305,0.02275699999995595,31287.076503993416,163114.64604329152
"192.168.11.9",53389,"224.0.0.252",5355,2,150,2,150,0,0,1698.205876,0.41059900000004745,2922.5594801737493,0
"192.168.11.9",63863,"224.0.0.252",5355,2,150,2,150,0,0,1698.207133,0.4103549999999814,2924.2972548160847,0
"192.168.11.9",53067,"224.0.0.252",5355,2,150,2,150,0,0,1698.67074,0.4104689999999209,2923.485086572265,0
"192.168.11.9",64157,"224.0.0.252",5355,2,150,2,150,0,0,1698.986844,0.41050399999994625,2923.2358271786807,0
"192.168.11.9",62734,"224.0.0.252",5355,1,75,1,75,0,0,1700.468617,0,0,0
"192.168.11.9",51850,"224.0.0.252",5355,1,75,1,75,0,0,1700.469473,0,0,0
"192.168.11.9",62734,"192.168.11.3",5355,1,106,0,0,1,106,1700.589709,0,0,0
"192.168.11.9",51850,"192.168.11.3",5355,1,75,0,0,1,75,1700.58971,0,0,0
"192.168.11.9",58788,"224.0.0.252",5355,4,300,4,300,0,0,1700.599619,300.82675099999983,7.978013896776092,0
"192.168.11.9",56075,"224.0.0.252",5355,2,150,2,150,0,0,1700.600359,0.4111359999999422,2918.7422166878323,0
"192.168.11.9",56480,"224.0.0.252",5355,2,150,2,150,0,0,1701.033118,0.41069500000003245,2921.8763315840347,0
"192.168.11.9",59656,"224.0.0.252",5355,1,75,1,75,0,0,1702.90834,0,0,0
"192.168.11.9",53835,"224.0.0.252",5355,1,75,1,75,0,0,1702.909494,0,0,0
"192.168.11.9",59656,"192.168.11.3",5355,1,106,0,0,1,106,1702.94029,0,0,0
"192.168.11.9",53835,"192.168.11.3",5355,1,75,0,0,1,75,1702.94133,0,0,0
"192.168.11.9",63002,"224.0.0.252",5355,2,150,2,150,0,0,1702.985939,0.410233000000062,2925.166917336778,0
"192.168.11.9",51274,"224.0.0.252",5355,2,150,2,150,0,0,1702.987103,0.4121979999999894,2911.222276672936,0
"192.168.11.9",55905,"224.0.0.252",5355,1,75,1,75,0,0,1705.357164,0,0,0
"192.168.11.9",49951,"224.0.0.252",5355,1,75,1,75,0,0,1705.358183,0,0,0
"192.168.11.9",55905,"192.168.11.3",5355,1,106,0,0,1,106,1705.402325,0,0,0
"192.168.11.9",49951,"192.168.11.3",5355,1,75,0,0,1,75,1705.402325,0,0,0
"192.168.11.9",59361,"224.0.0.252",5355,1,75,1,75,0,0,1705.494221,0,0,0
"192.168.11.9",62336,"224.0.0.252",5355,1,75,1,75,0,0,1705.495274,0,0,0
"192.168.11.9",59361,"192.168.11.3",5355,1,106,0,0,1,106,1705.605363,0,0,0
"192.168.11.9",62336,"192.168.11.3",5355,1,75,0,0,1,75,1705.605364,0,0,0
"192.168.11.9",52450,"224.0.0.252",5355,2,150,2,150,0,0,1705.725519,0.4524099999998725,2652.4612630143856,0
"192.168.11.9",59098,"224.0.0.252",5355,2,150,2,150,0,0,1705.726808,0.45269500000017615,2650.7913716730536,0
"192.168.11.9",51359,"224.0.0.252",5355,2,150,2,150,0,0,1707.782881,0.41187399999989793,2913.512384856285,0
"192.168.11.9",65356,"224.0.0.252",5355,2,150,2,150,0,0,1707.786129,0.41020099999991544,2925.3951111778065,0
"192.168.11.9",57253,"239.255.255.250",1900,3,537,3,537,0,0,1708.420979,6.00340099999994,715.5943772538338,0
"192.168.11.9",55602,"224.0.0.252",5355,1,75,1,75,0,0,1719.232357,0,0,0
"192.168.11.9",61516,"224.0.0.252",5355,2,150,2,150,0,0,1719.234368,0.4327880000000732,2772.720130871921,0
"192.168.11.9",49841,"192.168.11.3",161,2,286,1,128,1,158,1719.245138,0.008057999999891763,127078.67957480201,156862.74510014625
"192.168.11.9",57716,"224.0.0.252",5355,1,75,1,75,0,0,1719.257702,0,0,0
"192.168.11.9",57717,"192.168.11.3",161,2,303,1,93,1,210,1719.258738,0.018915999999990163,39331.782617910074,88813.70268560339
"192.168.11.9",55602,"192.168.11.3",5355,1,106,0,0,1,106,1719.338709,0,0,0
"192.168.11.9",57716,"192.168.11.3",5355,1,106,0,0,1,106,1719.33871,0,0,0
"192.168.11.9",57718,"192.168.11.3",161,2,177,1,88,1,89,1720.284139,0.006506999999828622,108191.1787334473,109420.62394632738
"192.168.11.9",57719,"192.168.11.3",161,2,179,1,89,1,90,1720.292237,0.00736100000017359,96725.98831452375,97812.79717199031
"192.168.11.9",57720,"192.168.11.3",161,2,1156,1,578,1,578,1720.300432,0.21961499999997613,21055.028117389535,21055.028117389535
"192.168.11.9",60404,"224.0.0.252",5355,1,75,1,75,0,0,1720.575192,0,0,0
"192.168.11.9",61660,"224.0.0.252",5355,1,75,1,75,0,0,1720.637815,0,0,0
"192.168.11.9",60404,"192.168.11.3",5355,1,106,0,0,1,106,1720.652689,0,0,0
"192.168.11.9",61660,"192.168.11.3",5355,1,106,0,0,1,106,1720.759426,0,0,0
"192.168.11.9",61661,"192.168.10.7",161,1,88,1,88,0,0,1721.297127,0,0,0
"192.168.11.9",50092,"224.0.0.252",5355,2,150,2,150,0,0,1721.603366,0.4112999999999829,2917.5784099198877,0
"192.168.11.9",58398,"192.168.10.7",161,1,88,1,88,0,0,1723.297674,0,0,0
"192.168.11.9",56997,"224.0.0.252",5355,2,150,2,150,0,0,1723.96421,0.4135809999997946,2901.487254009725,0
"192.168.11.9",51230,"192.168.10.7",161,1,578,1,578,0,0,1725.298373,0,0,0
"192.168.11.9",52647,"224.0.0.252",5355,2,150,2,150,0,0,1726.365033,0.42967399999997724,2792.8150178974374,0
"192.168.11.9",50219,"192.168.10.7",161,1,578,1,578,0,0,1728.299839,0,0,0
"192.168.11.9",55382,"224.0.0.252",5355,2,150,2,150,0,0,1728.725802,0.41061400000012327,2922.4527171495365,0
"192.168.11.9",62695,"224.0.0.252",5355,2,150,2,150,0,0,1731.083133,0.4109240000000227,2920.248026398881,0
